TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
bald	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Spähe,	O	_	_	_	_	_	_	_	_
um	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Urheber	O	_	_	_	_	_	_	_	_
feſtzuſtellen	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Be—	O	_	_	_	_	_	_	_	_
deutung	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Zweck	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
That	O	_	_	_	_	_	_	_	_
auszukundſchaften.	O	_	_	_	_	_	_	_	EndOfLine
Damit	O	_	_	_	_	_	_	_	_
beginnt	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Handlung.	O	_	_	_	_	_	_	_	EndOfLine
Schon	O	_	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_	_
Homer	O	_	_	_	_	_	_	_	_
(vgl.	O	_	_	_	_	_	_	_	_
beſonders	O	_	_	_	_	_	_	_	_
H	B-primary-partial	_	_	_	_	_	_	_	_
196	I-primary-partial	_	_	_	_	_	_	_	_
ff.,	I-primary-partial	_	_	_	_	_	_	_	Partial--6:3
P	I-primary-partial	_	_	_	_	_	_	_	_
634,	I-primary-partial	_	_	_	_	_	_	_	Partial--2:3
H	I-primary-partial	_	_	_	_	_	_	_	_
288,	I-primary-partial	_	_	_	_	_	_	_	Partial--2:3
N	I-primary-partial	_	_	_	_	_	_	_	_
312	I-primary-partial	_	_	_	_	_	_	_	_
f.)	I-primary-partial	_	_	_	_	_	_	_	Partial--6:2
find	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Grundzüge	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Charakteriſtik	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Helden	O	_	_	_	_	_	_	_	_
vorgezeichnet.	O	_	_	_	_	_	_	_	EndOfLine
Bei	O	_	_	_	_	_	_	_	_
Sophokles	O	_	_	_	_	_	_	_	_
find	O	_	_	_	_	_	_	_	_
dieſe	O	_	_	_	_	_	_	_	_
Züge	O	_	_	_	_	_	_	_	_
zur	O	_	_	_	_	_	_	_	_
Entwicklung	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Kataſtrophe	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
zur	O	_	_	_	_	_	_	_	_
ethiſchen	O	_	_	_	_	_	_	_	_
Motivierung	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Untergangs	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
herrlichen	O	_	_	_	_	_	_	_	_
Mannes	O	_	_	_	_	_	_	_	_
geſteigert	O	_	_	_	_	_	_	_	_
einerſeits	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
eiferſüchtigem	O	_	_	_	_	_	_	_	_
Ehrgefühl,	O	_	_	_	_	_	_	_	_
andrerſeits	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Vermeſſenheit,	O	_	_	_	_	_	_	_	_
ſtarrſinnigem	O	_	_	_	_	_	_	_	_
Troy,	O	_	_	_	_	_	_	_	_
maßloſem	O	_	_	_	_	_	_	_	_
Selbſtgefühl	O	_	_	_	_	_	_	_	_
ohne	O	_	_	_	_	_	_	_	_
Sinn	O	_	_	_	_	_	_	_	_
für	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Schranken	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
menſch—	O	_	_	_	_	_	_	_	_
lichen	O	_	_	_	_	_	_	_	_
Daſeins,	O	_	_	_	_	_	_	_	_
welche	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Gottheit,	O	_	_	_	_	_	_	_	_
welche	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Mitwelt	O	_	_	_	_	_	_	_	_
ſetzt.	O	_	_	_	_	_	_	_	EndOfLine
Dafür	O	_	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	_	_
Sophokles,	O	_	_	_	_	_	_	_	Partial-0:9
um	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
Intereſſe	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
abzuſchwächen,	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
Spröde	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Schroffe	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Charakters	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
eine	O	_	_	_	_	_	_	_	_
liebens—	O	_	_	_	_	_	_	_	_
würdige	O	_	_	_	_	_	_	_	_
Seite	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
zarte	O	_	_	_	_	_	_	_	_
Gefühle	O	_	_	_	_	_	_	_	_
