TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
pareat.	O	_	_	_	_	_	_	_	EndOfLine
1076.	O	_	_	_	_	_	_	_	_
πρόβλημα	O	_	_	_	_	_	_	_	_
Ὁ.	O	_	_	_	_	_	_	_	_
i.	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
etwas,	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
fürchtet	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
ſcheut,	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
Augen	O	_	_	_	_	_	_	_	_
ſteht.	O	_	_	_	_	_	_	_	EndOfLine
—	O	_	_	_	_	_	_	_	_
Der	O	_	_	_	_	_	_	_	_
Schol.	O	_	_	_	_	_	_	_	_
führt	O	_	_	_	_	_	_	_	_
einen	O	_	_	_	_	_	_	_	_
Spruch	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Epicharm	O	_	_	_	_	_	_	_	_
an:	O	_	_	_	_	_	_	_	_
ἔνϑα	O	_	_	_	_	_	_	_	_
δέος,	O	_	_	_	_	_	_	_	_
ἐνταῦϑα	O	_	_	_	_	_	_	_	_
καὶ	O	_	_	_	_	_	_	_	_
αἰδώς.	O	_	_	_	_	_	_	_	EndOfLine
Die	O	_	_	_	_	_	_	_	_
Furcht	O	_	_	_	_	_	_	_	_
galt	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Griechen	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
Haltpunkt	O	_	_	_	_	_	_	_	_
jeder	O	_	_	_	_	_	_	_	_
geſellſchaftlichen	O	_	_	_	_	_	_	_	_
Ordnung.	O	_	_	_	_	_	_	_	EndOfLine
1077.	O	_	_	_	_	_	_	_	_
γεννήσῃ	O	_	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	_	_
Sophokles	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
Analogie	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
φύειν	O	_	_	_	_	_	_	_	_
(πώγωνα,	O	_	_	_	_	_	_	_	_
πτερά,	O	_	_	_	_	_	_	_	_
ὀδόντας)	O	_	_	_	_	_	_	_	_
gebraucht.	O	_	_	_	_	_	_	_	EndOfLine
—	O	_	_	_	_	_	_	_	_
μέγα	O	_	_	_	_	_	_	_	_
proleptiſches	O	_	_	_	_	_	_	_	_
Prädikat	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
δεινόν	O	_	_	_	_	_	_	_	_
1124.	B-primary-partial	_	_	_	_	_	_	_	EndOfLine|Partial-0:4
1080.	O	_	_	_	_	_	_	_	_
Vgl.	O	_	_	_	_	_	_	_	_
Hom.	B-primary-full	_	_	_	_	_	_	_	_
E	I-primary-full	_	_	_	_	_	_	_	_
351	I-primary-full	_	_	_	_	_	_	_	_
αἰδομένων	O	_	_	_	_	_	_	_	_
ἀνδρῶν	O	_	_	_	_	_	_	_	_
πλέονες	O	_	_	_	_	_	_	_	_
σόοι	O	_	_	_	_	_	_	_	_
ἠὲ	O	_	_	_	_	_	_	_	_
πέφανται,	O	_	_	_	_	_	_	_	_
Ant.675	B-primary-full	_	_	_	_	_	_	_	Partial-0:4
f.	I-primary-full	_	_	_	_	_	_	_	EndOfLine
1081f.	I-primary-full	_	_	_	_	_	_	_	_
ὅτου...	O	_	_	_	_	_	_	_	_
ταύτην	O	_	_	_	_	_	_	_	_
τὴν	O	_	_	_	_	_	_	_	_
πόλιν	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
Phil.	B-primary-full	_	_	_	_	_	_	_	_
456	I-primary-full	_	_	_	_	_	_	_	_
ὅπου	O	_	_	_	_	_	_	_	_
..	O	_	_	_	_	_	_	_	_
τούτους	O	_	_	_	_	_	_	_	_
τοὺς	O	_	_	_	_	_	_	_	_
ἄνδρας.	O	_	_	_	_	_	_	_	EndOfLine
---	O	_	_	_	_	_	_	_	_
δοᾶν	O	_	_	_	_	_	_	_	_
ἃ	O	_	_	_	_	_	_	_	_
βούλεται	O	_	_	_	_	_	_	_	_
(willkürlich	O	_	_	_	_	_	_	_	_
ſchalten	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
walten):	O	_	_	_	_	_	_	_	_
Subjekt	O	_	_	_	_	_	_	_	_
iſt	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_	_
ὑβοίζειν	O	_	_	_	_	_	_	_	_
δοᾶν	O	_	_	_	_	_	_	_	_
τε	O	_	_	_	_	_	_	_	_
vorſchwebende	O	_	_	_	_	_	_	_	_
allgemeine	O	_	_	_	_	_	_	_	_
Begriff	O	_	_	_	_	_	_	_	_
(ris)	O	_	_	_	_	_	_	_	_
Kr.	B-secondary-partial	_	_	_	_	_	_	_	_
1	I-secondary-partial	_	_	_	_	_	_	_	_
8	I-secondary-partial	_	_	_	_	_	_	_	_
64,	I-secondary-partial	_	_	_	_	_	_	_	_
4,5.	I-secondary-partial	_	_	_	_	_	_	_	EndOfLine|Partial--8:3
—	O	_	_	_	_	_	_	_	_
παοῇ:	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
496.	B-primary-partial	_	_	_	_	_	_	_	EndOfLine|Partial-0:3
1083.	O	_	_	_	_	_	_	_	_
Es	O	_	_	_	_	_	_	_	_
findet	O	_	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_	_
ἐξ	O	_	_	_	_	_	_	_	_
ovoim»	O	_	_	_	_	_	_	_	_
(πνευμάτων)	O	_	_	_	_	_	_	_	_
Dew,	O	_	_	_	_	_	_	_	_
πλεῖν,	O	_	_	_	_	_	_	_	_
φέρεσϑαι	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
ἐξ	O	_	_	_	_	_	_	_	_
οὐρίας	O	_	_	_	_	_	_	_	_
πλεῖν,	O	_	_	_	_	_	_	_	_
κομίζεσϑαι	O	_	_	_	_	_	_	_	_
(Beiſpiele	O	_	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_	_
Lobeck).	O	_	_	_	_	_	_	_	EndOfLine
In	O	_	_	_	_	_	_	_	_
demſelben	O	_	_	_	_	_	_	_	_
Sinne	O	_	_	_	_	_	_	_	_
ſteht	O	_	_	_	_	_	_	_	_
οὔρια	O	_	_	_	_	_	_	_	_
ϑεῖν	O	_	_	_	_	_	_	_	_
(mit	O	_	_	_	_	_	_	_	_
günſtigem	O	_	_	_	_	_	_	_	_
Winde	O	_	_	_	_	_	_	_	_
fahren).	O	_	_	_	_	_	_	_	EndOfLine
—	O	_	_	_	_	_	_	_	_
πεσεῖν:	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
Futurum	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
χοόνῳ	O	_	_	_	_	_	_	_	_
ποτὲ	O	_	_	_	_	_	_	_	_
(„früher	O	_	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_	_
ſpäter“)	O	_	_	_	_	_	_	_	_
vertreten.	O	_	_	_	_	_	_	_	EndOfLine
1084.	O	_	_	_	_	_	_	_	_
καὶ	O	_	_	_	_	_	_	_	_
δέος,	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
Furcht,	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
bloß	O	_	_	_	_	_	_	_	_
Willkür.	O	_	_	_	_	_	_	_	EndOfLine
—	O	_	_	_	_	_	_	_	_
καίριον,	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
rechter	O	_	_	_	_	_	_	_	_
Zeit	O	_	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_	_
εἰπε	O	_	_	_	_	_	_	_	_
ſtellend,	O	_	_	_	_	_	_	_	_
heilſam.	O	_	_	_	_	_	_	_	EndOfLine
—	O	_	_	_	_	_	_	_	_
Vgl.	O	_	_	_	_	_	_	_	_
Aſh.	B-primary-full	_	_	_	_	_	_	_	_
Eum.	I-primary-full	_	_	_	_	_	_	_	_
520	I-primary-full	_	_	_	_	_	_	_	_
#00?	O	_	_	_	_	_	_	_	_
ὅπου	O	_	_	_	_	_	_	_	_
τὸ	O	_	_	_	_	_	_	_	_
δεινὸν	O	_	_	_	_	_	_	_	_
εὖ...	O	_	_	_	_	_	_	_	_
ξυμφέρει	O	_	_	_	_	_	_	_	_
