TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = sophokle1v3soph_0125
# title = Sophokles, erklärt
# author = Schneidewin, Friedrich Wilhelm
# publication_date = Leipzig
# publication_place = 1853
# page = 125
licher	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Polizeisoldaten	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
meist	O	_	_	_	_	_	_	_	_
skythische	O	_	_	_	_	_	_	_	_
Barbaren	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
denselben	O	_	_	_	_	_	_	_	_
Namen	O	_	_	_	_	_	_	_	NoSpaceAfter
führten	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
1124	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Deine	O	_	_	_	_	_	_	_	_
Zunge	O	_	_	_	_	_	_	_	_
nährt	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
lässt	O	_	_	_	_	_	_	_	_
wachsen	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
deinenMuth	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
gewaltig	O	_	_	_	_	_	_	_	NoSpaceAfter
!	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
hast	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
sehr	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Worten	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
bist	O	_	_	_	_	_	_	_	_
