TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
πιγξ,	O	_	_	_	_	_	_	_	_
Ns	O	_	_	_	_	_	_	_	_
τότ᾽	O	_	_	_	_	_	_	_	_
ἀριζήλη	O	_	_	_	_	_	_	_	_
φωνὴ	O	_	_	_	_	_	_	_	_
γέver	O	_	_	_	_	_	_	_	_
Αἰαχίδαο.	O	_	_	_	_	_	_	_	EndOfLine
19.	O	_	_	_	_	_	_	_	_
τῷ	O	_	_	_	_	_	_	_	_
σαχεςφόρῳ,	O	_	_	_	_	_	_	_	_
wegen	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
gewaltigen	O	_	_	_	_	_	_	_	_
Schildes	O	_	_	_	_	_	_	_	_
(572)	B-primary-partial	_	_	_	_	_	_	_	Partial-1:4
11.7,	B-primary-full	_	_	_	_	_	_	_	Partial-0:3
219	I-primary-full	_	_	_	_	_	_	_	_
ff.,	I-primary-full	_	_	_	_	_	_	_	Partial--7:3
wodurch	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
schnell-	O	_	_	_	_	_	_	_	_
füssigen	O	_	_	_	_	_	_	_	_
Lokrischen	O	_	_	_	_	_	_	_	_
Aias,	O	_	_	_	_	_	_	_	Partial-0:4
Oileus’	O	_	_	_	_	_	_	_	Partial-0:6
Sohn,	O	_	_	_	_	_	_	_	_
unterschieden	O	_	_	_	_	_	_	_	_
wird.	O	_	_	_	_	_	_	_	EndOfLine
Zu	O	_	_	_	_	_	_	_	_
die-	O	_	_	_	_	_	_	_	_
ser	O	_	_	_	_	_	_	_	_
Ehrenwalle	O	_	_	_	_	_	_	_	_
bildet	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
μάστιξ	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
später	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
μαστιγοφόρος	O	_	_	_	_	_	_	_	_
her-	O	_	_	_	_	_	_	_	_
austreienden	O	_	_	_	_	_	_	_	_
wahnsinnigen	O	_	_	_	_	_	_	_	_
Helden	O	_	_	_	_	_	_	_	_
einen	O	_	_	_	_	_	_	_	_
grellen	O	_	_	_	_	_	_	_	_
Gegensatz.	O	_	_	_	_	_	_	_	EndOfLine
21.	O	_	_	_	_	_	_	_	_
ὃ	O	_	_	_	_	_	_	_	_
σκοπόν,	O	_	_	_	_	_	_	_	_
unerklärlich,	O	_	_	_	_	_	_	_	_
dunkel,	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
Bezug	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
νυχτός,	O	_	_	_	_	_	_	_	_
vgl.	O	_	_	_	_	_	_	_	_
40.	B-primary-partial	_	_	_	_	_	_	_	Partial-0:2
Von	O	_	_	_	_	_	_	_	_
hier	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
folgt	O	_	_	_	_	_	_	_	_
Od.	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Aufforderung	O	_	_	_	_	_	_	_	_
12.	B-primary-partial	_	_	_	_	_	_	_	EndOfLine|Partial-0:2
23.	O	_	_	_	_	_	_	_	_
11.2,	B-primary-full	_	_	_	_	_	_	_	Partial-0:3
486	I-primary-full	_	_	_	_	_	_	_	_
ἡμεῖς	O	_	_	_	_	_	_	_	_
δὲ	O	_	_	_	_	_	_	_	_
κλέος	O	_	_	_	_	_	_	_	_
οἷον	O	_	_	_	_	_	_	_	_
ἀκούομεν	O	_	_	_	_	_	_	_	_
“οὐδέ	O	_	_	_	_	_	_	_	_
τι	O	_	_	_	_	_	_	_	_
tduer.	O	_	_	_	_	_	_	_	EndOfLine
25.	O	_	_	_	_	_	_	_	_
γάρ	O	_	_	_	_	_	_	_	_
gcht	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
21	B-primary-partial	_	_	_	_	_	_	_	_
πρᾶγος	O	_	_	_	_	_	_	_	_
ἄσκοπον	O	_	_	_	_	_	_	_	_
ἔχει	O	_	_	_	_	_	_	_	_
περάνας	O	_	_	_	_	_	_	_	_
zurück,	O	_	_	_	_	_	_	_	_
in-	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
23.	B-primary-partial	_	_	_	_	_	_	_	EndOfLine|Partial-0:2
24	I-primary-partial	_	_	_	_	_	_	_	_
zur	O	_	_	_	_	_	_	_	_
nähern	O	_	_	_	_	_	_	_	_
Erläuterung	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
εἴπερ	O	_	_	_	_	_	_	_	_
εἴργασται	O	_	_	_	_	_	_	_	_
τάδε	O	_	_	_	_	_	_	_	_
(das	O	_	_	_	_	_	_	_	_
Folgende,	O	_	_	_	_	_	_	_	_
Ant.	B-primary-full	_	_	_	_	_	_	_	_
229)	I-primary-full	_	_	_	_	_	_	_	Partial-0:3
dienen.	O	_	_	_	_	_	_	_	EndOfLine
Man	O	_	_	_	_	_	_	_	_
beachte	O	_	_	_	_	_	_	_	_
