TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = Wecklein1894_0080
# title = Sophokleus Aias
# author = Wecklein, Nikolaus
# publication_date = 1894
# publication_place = München
# page = 80
‘	O	_	O	_	_	O	_	_	NoSpaceAfter
Acc.	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
inneren	O	_	O	_	_	O	_	_	_
Objekts	O	_	O	_	_	O	_	_	_
zu	O	_	O	_	_	O	_	_	_
ἐφυβοίζει	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
an	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Stelle	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
ὕβοιν	O	_	O	_	_	O	_	_	_
tretend	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
„er	O	_	O	_	_	O	_	_	_
frönt	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
Höhnen	O	_	O	_	_	O	_	_	_
ſeinem	O	_	O	_	_	O	_	_	_
finſteren	O	_	O	_	_	O	_	_	_
Sinn“)	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
956	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
πολύτλας	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
nah	O	_	O	_	_	O	_	_	_
Homer	B-pers	_	B-pers.author	_	_	O	Q6691	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
ironiſch	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
957	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
μαινομένοις	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Perſon	O	_	O	_	_	O	_	_	_
übertragen	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
μανιάσιν	O	_	O	_	_	O	_	_	_
νόσοις	O	_	O	_	_	O	_	_	_
59	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	O	_	_	O	_	_	EndOfLine
959	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
ξύν	O	_	O	_	_	O	_	_	_
τε	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
γελῶσι)	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
