TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = sophokle1v3soph_0125
# title = Sophokles, erklärt
# author = Schneidewin, Friedrich Wilhelm
# publication_date = Leipzig
# publication_place = 1853
# page = 125
licher	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
da	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Polizeisoldaten	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
meist	O	_	O	_	_	O	_	_	_
skythische	O	_	O	_	_	O	_	_	_
Barbaren	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
denselben	O	_	O	_	_	O	_	_	_
Namen	O	_	O	_	_	O	_	_	NoSpaceAfter
führten	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
1124	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Deine	O	_	O	_	_	O	_	_	_
Zunge	O	_	O	_	_	O	_	_	_
nährt	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
lässt	O	_	O	_	_	O	_	_	_
wachsen	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
deinenMuth	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
gewaltig	O	_	O	_	_	O	_	_	NoSpaceAfter
!	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
hast	O	_	O	_	_	O	_	_	_
es	O	_	O	_	_	O	_	_	_
sehr	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Worten	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
bist	O	_	O	_	_	O	_	_	_
