TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Ajax	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
whose	O	_	_	_	_	_	_	_	_
mother	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
Eriboea	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
569).	B-primary-partial	_	_	_	_	_	_	_	EndOfLine|Partial-0:3
-	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	NoSpaceAfter
τὸν	O	_	_	_	_	_	_	_	_
doael..xpévov	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
phrase	O	_	_	_	_	_	_	_	_
τὸν	O	_	_	_	_	_	_	_	_
del	O	_	_	_	_	_	_	_	_
χρόνον	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
frequent	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
The	O	_	_	_	_	_	_	_	_
separation	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
τὸν	O	_	_	_	_	_	_	_	_
εἰσαεὶ	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
χρόνον	O	_	_	_	_	_	_	_	_
deserves	O	_	_	_	_	_	_	_	_
notice	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
suggesting	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
possibility	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
τὸν	O	_	_	_	_	_	_	_	_
del	O	_	_	_	_	_	_	_	_
may	O	_	_	_	_	_	_	_	_
sometimes	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
been	O	_	_	_	_	_	_	_	_
used	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
without	O	_	_	_	_	_	_	_	_
xpévov)	O	_	_	_	_	_	_	_	NoSpaceAfter
as	O	_	_	_	_	_	_	_	NoSpaceAfter
=	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
for	O	_	_	_	_	_	_	_	_
ever’	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
usage	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
however,	O	_	_	_	_	_	_	_	NoSpaceAfter
lacks	O	_	_	_	_	_	_	_	_
proof	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
see	O	_	_	_	_	_	_	_	_
on	O	_	_	_	_	_	_	_	_
257	B-primary-full	_	_	_	_	_	_	_	NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	_
1075.	I-primary-full	_	_	_	_	_	_	_	NoSpaceAfter|Partial-0:4
—	O	_	_	_	_	_	_	_	EndOfLine
λατήσει	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
he	O	_	_	_	_	_	_	_	_
had	O	_	_	_	_	_	_	_	_
gone	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
uplands	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
Mysia	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
720),	B-primary-partial	_	_	_	_	_	_	_	Partial-0:3
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
in	O	_	_	_	_	_	_	_	_
pursuit	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
foes	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
564)	B-primary-partial	_	_	_	_	_	_	_	Partial-0:3
to	O	_	_	_	_	_	_	_	_
be	O	_	_	_	_	_	_	_	_
despoiled	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
Cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Thuc	B-primary-full	_	_	_	_	_	_	_	NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	_
1	I-primary-full	_	_	_	_	_	_	_	NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	_
11	I-primary-full	_	_	_	_	_	_	_	_
81	I-primary-full	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
the	O	_	_	_	_	_	_	_	_
Greeks	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
Troy	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
φαίνονται	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
πρὸς	O	_	_	_	_	_	_	_	_
γεωργίαν	O	_	_	_	_	_	_	_	_
τῆς	O	_	_	_	_	_	_	_	_
Χερσονήσου	O	_	_	_	_	_	_	_	_
τραπόμενοι	O	_	_	_	_	_	_	_	_
καὶ	O	_	_	_	_	_	_	_	_
λῃστείαν	O	_	_	_	_	_	_	_	_
τῆς	O	_	_	_	_	_	_	_	_
τροφῆς	O	_	_	_	_	_	_	_	_
