TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
§	O	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
AMONG	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
plays	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
Sophocles	O	_	_	_	_	_	_	_	_
there	O	_	_	_	_	_	_	_	_
were	O	_	_	_	_	_	_	_	_
many	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
titles	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
fragments	O	_	_	_	_	_	_	_	_
show	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
scene	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
laid	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
Troy	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
action	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
founded	O	_	_	_	_	_	_	_	_
on	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
epics	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Trojan	O	_	_	_	_	_	_	_	_
cycle	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
This	O	_	_	_	_	_	_	_	_
series	O	_	_	_	_	_	_	_	_
ranged	O	_	_	_	_	_	_	_	_
over	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
whole	O	_	_	_	_	_	_	_	_
course	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
ten	O	_	_	_	_	_	_	_	_
years	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
war	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
its	O	_	_	_	_	_	_	_	_
earliest	O	_	_	_	_	_	_	_	_
incidents	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
told	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Cypria	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
down	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
fall	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
city	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
told	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Jliupersis	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
The	O	_	_	_	_	_	_	_	_
