TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = sophoclesplaysa05campgoog_0146
# title = Sophocles: The Plays and Fragments
# author = Jebb, Richard Claverhouse
# publication_date = 1896
# publication_place = London
# page = 146
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
whose	O	_	O	_	_	O	_	_	_
mother	O	_	O	_	_	O	_	_	_
was	O	_	O	_	_	O	_	_	_
Eriboea	B-pers	_	B-pers.myth	_	_	O	Q1295435	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
569).	B-scope	_	B-scope	_	_	O	NIL	_	EndOfLine|Partial-0:3
-	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
,	O	_	O	_	_	O	_	_	NoSpaceAfter
τὸν	O	_	O	_	_	O	_	_	_
doael..xpévov	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
phrase	O	_	O	_	_	O	_	_	_
τὸν	O	_	O	_	_	O	_	_	_
del	O	_	O	_	_	O	_	_	_
χρόνον	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
frequent	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
The	O	_	O	_	_	O	_	_	_
separation	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
τὸν	O	_	O	_	_	O	_	_	_
εἰσαεὶ	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
χρόνον	O	_	O	_	_	O	_	_	_
deserves	O	_	O	_	_	O	_	_	_
notice	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
suggesting	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
possibility	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
τὸν	O	_	O	_	_	O	_	_	_
del	O	_	O	_	_	O	_	_	_
may	O	_	O	_	_	O	_	_	_
sometimes	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
been	O	_	O	_	_	O	_	_	_
used	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
without	O	_	O	_	_	O	_	_	_
xpévov)	O	_	O	_	_	O	_	_	NoSpaceAfter
as	O	_	O	_	_	O	_	_	NoSpaceAfter
=	O	_	O	_	_	O	_	_	_
‘	O	_	O	_	_	O	_	_	NoSpaceAfter
for	O	_	O	_	_	O	_	_	_
ever’	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
usage	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
however,	O	_	O	_	_	O	_	_	NoSpaceAfter
lacks	O	_	O	_	_	O	_	_	_
proof	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
see	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
257	B-work	_	B-work.primlit	_	_	O	Q733444	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
1075.	B-scope	_	B-scope	_	_	O	NIL	_	NoSpaceAfter|Partial-0:4
—	O	_	O	_	_	O	_	_	EndOfLine
λατήσει	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
had	O	_	O	_	_	O	_	_	_
gone	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
uplands	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Mysia	B-loc	_	B-loc	_	_	O	Q622319	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
720),	B-scope	_	B-scope	_	_	O	NIL	_	Partial-0:3
‘	O	_	O	_	_	O	_	_	NoSpaceAfter
in	O	_	O	_	_	O	_	_	_
pursuit	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
