TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = cu31924087948174_0063
# title = Sophocles
# author = Campbell, Lewis
# publication_date = 1881
# publication_place = Oxford
# page = 63
fiery	O	_	O	_	_	O	_	_	_
man.	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	EndOfLine
Essay	B-work	_	B-work.seclit	_	_	O	_	_	InSecondaryReference
on	I-work	_	I-work.seclit	_	_	O	_	_	InSecondaryReference
L	I-work	_	I-work.seclit	_	_	O	_	_	InSecondaryReference|NoSpaceAfter
.	I-work	_	I-work.seclit	_	_	O	_	_	InSecondaryReference
§	B-scope	_	B-scope	_	_	O	_	_	InSecondaryReference
9	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|NoSpaceAfter
.	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|NoSpaceAfter
p	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|NoSpaceAfter
.	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference
12	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|NoSpaceAfter
,	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference
2	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
If	O	_	O	_	_	O	_	_	_
roe	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
retained	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
infr	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
245	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
we	O	_	O	_	_	O	_	_	_
may	O	_	O	_	_	O	_	_	_
read	O	_	O	_	_	O	_	_	_
here	O	_	O	_	_	O	_	_	_
οἵαν	O	_	O	_	_	O	_	_	_
ἐδήλωσας	O	_	O	_	_	O	_	_	_
*	O	_	O	_	_	O	_	_	NoSpaceAfter
kar’	O	_	O	_	_	O	_	_	_
ἀνδρὸς	O	_	O	_	_	O	_	_	_
aifovos	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
The	O	_	O	_	_	O	_	_	_
short	O	_	O	_	_	O	_	_	_
syllable	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
aifovos	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
sufficiently	O	_	O	_	_	O	_	_	_
supported	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
αἴθονα	O	_	O	_	_	O	_	_	_
