TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = sophoclesplaysa05campgoog_0288
# title = Sophocles: The Plays and Fragments
# author = Jebb, Richard Claverhouse
# publication_date = 1896
# publication_place = London
# page = 288
which	O	_	O	_	_	O	_	_	_
would	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
like	O	_	O	_	_	O	_	_	_
εὐήρετμος	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
etc	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
éper-	O	_	O	_	_	O	_	_	_
μόν	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
oar)	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
ξννηρετεῖν	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
formed	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
ξυνηρέτης	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
ἐρέτης,	O	_	O	_	_	O	_	_	_
oarsman)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
word	O	_	O	_	_	O	_	_	_
recorded	O	_	O	_	_	O	_	_	NoSpaceAfter
by	O	_	O	_	_	O	_	_	_
Photius	B-pers	_	B-pers.other	_	_	O	Q243187	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
explains	O	_	O	_	_	O	_	_	_
it	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
σύμφωνος	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
compares	O	_	O	_	_	O	_	_	_
ἀντηρέτης	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Aesch.	B-pers	_	B-pers.author	_	_	O	Q40939	_	_
Theb	B-work	_	B-work.primlit	_	_	O	Q506546	_	NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q506546	_	_
283	B-scope	_	B-scope	_	_	O	NIL	_	_
dvrnpéras	O	_	O	_	_	O	_	_	_
ἐχθροῖσι)	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
In	O	_	O	_	_	O	_	_	_
Eur	B-pers	_	B-pers.author	_	_	O	Q48305	_	NoSpaceAfter
.	I-pers	_	I-pers.author	_	_	O	Q48305	_	_
fr	B-scope	_	B-scope	_	_	O	NIL	_	_
776	I-scope	_	I-scope	_	_	O	NIL	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	O	NIL	_	_
3	I-scope	_	I-scope	_	_	O	NIL	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
from	O	_	O	_	_	O	_	_	_
Stobaeus	B-pers	_	B-pers.author	_	_	O	Q444079	_	_
Flor	B-work	_	B-work.primlit	_	_	O	Q107029507	_	NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q107029507	_	_
93	B-scope	_	B-scope	_	_	O	NIL	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	O	NIL	_	_
2)	I-scope	_	I-scope	_	_	O	NIL	_	NoSpaceAfter|Partial--4:1
,	O	_	O	_	_	O	_	_	_
dp	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
ἴλβοι	O	_	O	_	_	O	_	_	_
αὐτοῖς	O	_	O	_	_	O	_	_	_
ὅτι	O	_	O	_	_	O	_	_	_
τυφλὸς	O	_	O	_	_	O	_	_	_
συνηρεφεῖ	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Meineke	B-pers	_	B-pers.editor	_	_	O	Q77628	_	_
restored	O	_	O	_	_	O	_	_	_
συνηρετεῖ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfLine
In	O	_	O	_	_	O	_	_	_
Eur	B-pers	_	B-pers.author	_	_	O	Q48305	_	NoSpaceAfter
.	I-pers	_	I-pers.author	_	_	O	Q48305	_	_
fr	B-scope	_	B-scope	_	_	O	NIL	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	O	NIL	_	_
282	I-scope	_	I-scope	_	_	O	NIL	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	O	NIL	_	_
7	I-scope	_	I-scope	_	_	O	NIL	_	_
the	O	_	O	_	_	O	_	_	_
best	O	_	O	_	_	O	_	_	_
texts	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Athenaeus	B-pers	_	B-pers.author	_	_	O	Q4813399	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
413	B-scope	_	B-scope	_	_	O	NIL	_	_
D	I-scope	_	I-scope	_	_	O	NIL	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
οὐδ	O	_	O	_	_	O	_	_	NoSpaceAfter
᾽	O	_	O	_	_	O	_	_	_
αὖ	O	_	O	_	_	O	_	_	_
πένεσθαι	O	_	O	_	_	O	_	_	_
καὶ	O	_	O	_	_	O	_	_	_
ξυνηρετεῖν	O	_	O	_	_	O	_	_	NoSpaceAfter
τύχαις	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
though	O	_	O	_	_	O	_	_	_
Schweighiuser	B-pers	_	B-pers.editor	_	_	O	Q3174599	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
following	O	_	O	_	_	O	_	_	_
