TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/fr/retokenized/lestragdiesdeso00tourgoog_0152.xmi
# hipe2022:license = CC-BY
# hipe2022:language = fr
# hipe2022:document_type = commentary
# hipe2022:document_id = lestragdiesdeso00tourgoog_0152
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
lon	O	_	O	_	_	O	_	_	_
Wander	B-pers	_	B-pers.author	_	_	O	Q15438962	_	_
:	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
Revereor	O	_	O	_	_	O	_	_	_
corpus	O	_	O	_	_	O	_	_	_
Ajacis	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
mortui	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
virtus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qua	O	_	O	_	_	O	_	_	_
ille	O	_	O	_	_	O	_	_	_
vives	O	_	O	_	_	O	_	_	_
emi«puit,	O	_	O	_	_	O	_	_	NoSpaceAfter
plus	O	_	O	_	_	O	_	_	_
apod	O	_	O	_	_	O	_	_	_
me	O	_	O	_	_	O	_	_	_
valet	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
odium	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
quo	O	_	O	_	_	O	_	_	_
eum	O	_	O	_	_	O	_	_	_
persecutus	O	_	O	_	_	O	_	_	_
sum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quum	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
vivis	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
»	O	_	O	_	_	O	_	_	EndOfSentence
Selon	O	_	O	_	_	O	_	_	_
Schneidewin	B-pers	_	B-pers.editor	_	_	O	Q70043	_	_
:	O	_	O	_	_	O	_	_	_
TIodù	O	_	O	_	_	O	_	_	_
xçeisσων	O	_	O	_	_	O	_	_	NoSpaceAfter
τῆς	O	_	O	_	_	O	_	_	_
ἔχθρας	O	_	O	_	_	O	_	_	_
ἐμοὶ	O	_	O	_	_	O	_	_	_
ἢ	O	_	O	_	_	O	_	_	_
ἀρετή	O	_	O	_	_	O	_	_	_
ἐστιν	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
εί͵	O	_	O	_	_	O	_	_	_
4834	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
:	O	_	O	_	_	O	_	_	_
πολύ	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
non	O	_	O	_	_	O	_	_	_
x)éoy	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ajoute	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
même	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
parce	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
wx	O	_	O	_	_	O	_	_	NoSpaceAfter
@	O	_	O	_	_	O	_	_	_
implique	O	_	O	_	_	O	_	_	_
déjà	O	_	O	_	_	O	_	_	_
comparaison	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	EndOfSentence
1388	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
