TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/de/retokenized/Wecklein1894_0061.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = Wecklein1894_0061
# hipe2022:date = 1894-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophokleus Aias
# ajmc:publication_place = München
# ajmc:publication_date = 1894
# ajmc:page = 61
# ajmc:author = Wecklein, Nikolaus
σίδηοονς	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
.	O	_	O	_	_	O	_	_	_
περισκελῆ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
650	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
τὰ	O	_	O	_	_	O	_	_	_
δεινὰ	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
τὴν	O	_	O	_	_	O	_	_	_
δεινὴν	O	_	O	_	_	O	_	_	_
καρτερίαν	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
in	O	_	O	_	_	O	_	_	_
ſo	O	_	O	_	_	O	_	_	_
heftiger	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
drohender	O	_	O	_	_	O	_	_	_
Weiſe	O	_	O	_	_	O	_	_	_
mich	O	_	O	_	_	O	_	_	_
ſtarkmütig	O	_	O	_	_	O	_	_	_
zeigte	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
—	O	_	O	_	_	O	_	_	_
τότε	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
vorhin	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
581	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
ff	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	EndOfSentence|InPrimaryReference|LED0.00
651	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
βαφῇ	O	_	O	_	_	O	_	_	_
σίδηρος	O	_	O	_	_	O	_	_	_
ὥς	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Plut	B-pers	_	B-pers.author	_	_	O	Q41523	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	_	I-pers.author	_	_	O	Q41523	_	InPrimaryReference|LED0.00
Num	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
K	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
8	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
