TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/de/retokenized/Wecklein1894_0043.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = Wecklein1894_0043
# hipe2022:date = 1894-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophokleus Aias
# ajmc:publication_place = München
# ajmc:publication_date = 1894
# ajmc:page = 43
# ajmc:author = Wecklein, Nikolaus
unterbricht	O	_	_	_	_	_	_	_	_
Aias	O	_	_	_	_	_	_	_	LED0.00
(	O	_	_	_	_	_	_	_	NoSpaceAfter
etwa	O	_	_	_	_	_	_	_	_
καίτερ	O	_	_	_	_	_	_	_	_
ὧδ᾽	O	_	_	_	_	_	_	_	_
ἀτώμενος	O	_	_	_	_	_	_	_	_
χειρώσομαι	O	_	_	_	_	_	_	_	_
κἀκ	O	_	_	_	_	_	_	_	_
τῶνδε	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
Trach	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
1109	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
heißt	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
dieſer	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
ſetzt	O	_	_	_	_	_	_	_	_
ſeinen	O	_	_	_	_	_	_	_	_
Gedanken	O	_	_	_	_	_	_	_	_
trotzdem	O	_	_	_	_	_	_	_	_
fort	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
386	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
μέγα	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
vermeſſen	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
εἴπῃς	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
422	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
ἔπος	O	_	_	_	_	_	_	_	_
ἐξερῶ	O	_	_	_	_	_	_	_	_
μέγα	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
ſtolz	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
387	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
προγόνων	O	_	_	_	_	_	_	_	_
προπάτωρ	O	_	_	_	_	_	_	_	_
ὃ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
i	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
προγόνων	O	_	_	_	_	_	_	_	_
πάτερ	O	_	_	_	_	_	_	_	_
Und	O	_	_	_	_	_	_	_	_
ſv	O	_	_	_	_	_	_	_	_
mein	O	_	_	_	_	_	_	_	_
προπάτωρ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Vgl	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
προύφυ	O	_	_	_	_	_	_	_	_
1291	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	EndOfSentence
—	O	_	_	_	_	_	_	_	_
