TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/de/retokenized/sophokle1v3soph_0055.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = sophokle1v3soph_0055
# hipe2022:date = 1853-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophokles, erklärt
# ajmc:publication_place = Leipzig
# ajmc:publication_date = 1853
# ajmc:page = 55
# ajmc:author = Schneidewin, Friedrich Wilhelm
frei	O	_	O	_	_	O	_	_	_
nachgebildet	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
Oppian	B-pers	_	B-pers.author	_	_	O	Q17996276	_	_
αἶχμάζειν	O	_	O	_	_	O	_	_	NoSpaceAfter
δηίοις	O	_	O	_	_	O	_	_	_
μόρον	O	_	O	_	_	O	_	_	_
sagt	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Achnlich	O	_	O	_	_	O	_	_	NoSpaceAfter
Eur	B-scope	_	B-scope	_	_	B-pers.author	_	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	I-pers.author	_	_	_
Iph	I-scope	_	I-scope	_	_	B-work.primlit	_	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	I-work.primlit	_	_	_
Taur	I-scope	_	I-scope	_	_	I-work.primlit	_	_	NoSpaceAfter
.	I-scope	_	I-scope	_	_	I-work.primlit	_	_	_
355	I-scope	_	I-scope	_	_	B-scope	_	_	_
χεῖρας	O	_	O	_	_	O	_	_	_
ἐξηκόντισα	O	_	O	_	_	O	_	_	_
nach	O	_	O	_	_	O	_	_	_
dem	O	_	O	_	_	O	_	_	_
Homerischen	O	_	O	_	_	O	_	_	_
ἀχοντέζειν	O	_	O	_	_	O	_	_	_
αἰχμάς	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Musgrave	B-pers	_	B-pers.other	_	_	O	Q7412249	_	_
ἡμαξας,	O	_	O	_	_	O	_	_	NoSpaceAfter
vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
453	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	EndOfSentence
98	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
In	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Nennung	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
Namens	O	_	O	_	_	O	_	_	_
selbst	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
zu	O	_	O	_	_	O	_	_	_
Ὁ	B-work	_	B-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference
C	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference
3	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
statt	O	_	O	_	_	O	_	_	_
ἐμέ	O	_	O	_	_	O	_	_	_
liegt	O	_	O	_	_	O	_	_	_
Ethos	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
864	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference
und	O	_	O	_	_	O	_	_	_
1	B-work	_	B-work.primlit	_	_	O	Q8275	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q8275	_	InPrimaryReference
1	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
,	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference
240	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference
ἡ	O	_	O	_	_	O	_	_	_
nor	O	_	O	_	_	O	_	_	_
᾿Αχιλλῆος	O	_	O	_	_	O	_	_	_
ποϑὴ	O	_	O	_	_	O	_	_	_
ἵξεται	O	_	O	_	_	O	_	_	_
υἷας	O	_	O	_	_	O	_	_	_
᾿Αχαιῶν	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
99	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
τὸ	O	_	O	_	_	O	_	_	_
σόν	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
deine	O	_	O	_	_	O	_	_	_
Worte	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
100	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
τἀμά	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
Rechtswegen	O	_	O	_	_	O	_	_	NoSpaceAfter
mir	O	_	O	_	_	O	_	_	_
gebührenden	O	_	O	_	_	O	_	_	_
Waffen	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
Achilleus	B-pers	_	B-pers.myth	_	_	O	Q41746	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Aias	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
diess	O	_	O	_	_	O	_	_	_
Alles	O	_	O	_	_	O	_	_	_
hohnlachend	O	_	O	_	_	O	_	_	_
spricht	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wodurch	O	_	O	_	_	O	_	_	_
das	O	_	O	_	_	O	_	_	_
Unheimliche	O	_	O	_	_	O	_	_	_
dieses	O	_	O	_	_	O	_	_	_
Auftritts	O	_	O	_	_	O	_	_	_
erhöht	O	_	O	_	_	O	_	_	_
wird	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
303	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
bedient	O	_	O	_	_	O	_	_	_
sich	O	_	O	_	_	O	_	_	_
einer	O	_	O	_	_	O	_	_	_
ähnlichen	O	_	O	_	_	O	_	_	_
bittern	O	_	O	_	_	O	_	_	_
Ironie	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
Kreon	B-pers	_	B-pers.myth	_	_	O	Q732066	_	_
Ant	B-work	_	B-work.primlit	_	_	O	Q241077	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q241077	_	InPrimaryReference
310	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Ant	B-work	_	B-work.primlit	_	_	O	Q241077	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q241077	_	InPrimaryReference
716	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
.	O	_	O	_	_	O	_	_	_
ποῦ	O	_	O	_	_	O	_	_	_
σοι	O	_	O	_	_	O	_	_	_
τύχης	O	_	O	_	_	O	_	_	_
Eornzev;	O	_	O	_	_	O	_	_	NoSpaceAfter
an	O	_	O	_	_	O	_	_	_
welche	O	_	O	_	_	O	_	_	_
Stelle	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
Geschicks	O	_	O	_	_	O	_	_	_
hast	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
ihn	O	_	O	_	_	O	_	_	_
gestellt,	O	_	O	_	_	O	_	_	NoSpaceAfter
ἃ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
h	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
welches	O	_	O	_	_	O	_	_	_
Loos	O	_	O	_	_	O	_	_	_
ist	O	_	O	_	_	O	_	_	_
ihm	O	_	O	_	_	O	_	_	_
durch	O	_	O	_	_	O	_	_	_
dich	O	_	O	_	_	O	_	_	_
geworden	O	_	O	_	_	O	_	_	NoSpaceAfter
?	O	_	O	_	_	O	_	_	EndOfSentence
.	O	_	O	_	_	O	_	_	_
Vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
380	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	InPrimaryReference
391	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
—	O	_	O	_	_	O	_	_	_
ὅπου	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
näml	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
τῆς	O	_	O	_	_	O	_	_	_
τύχης	O	_	O	_	_	O	_	_	_
ἕστηκεν	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
868	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Ant	B-work	_	B-work.primlit	_	_	O	Q241077	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q241077	_	InPrimaryReference
318	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
0	B-work	_	B-work.primlit	_	_	O	Q148643	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q148643	_	InPrimaryReference
R	I-work	_	I-work.primlit	_	_	O	Q148643	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q148643	_	InPrimaryReference
897	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
0	B-work	_	B-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference
C	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference
1220	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
106	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Den	O	_	O	_	_	O	_	_	_
Hohn	O	_	O	_	_	O	_	_	_
steigert	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Allitteration	O	_	O	_	_	O	_	_	NoSpaceAfter
ϑακεῖ"	O	_	O	_	_	O	_	_	_
ϑανεῖν	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
105	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference
ἥδιστος	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
δέσποινα	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
δεσμώτης	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
.	O	_	O	_	_	O	_	_	_
Die	O	_	O	_	_	O	_	_	_
übliche	O	_	O	_	_	O	_	_	_
Art	O	_	O	_	_	O	_	_	_
Sklaven	O	_	O	_	_	O	_	_	_
abzustrafen	O	_	O	_	_	O	_	_	NoSpaceAfter
adsirictos	O	_	O	_	_	O	_	_	_
ad	O	_	O	_	_	O	_	_	_
columnam	O	_	O	_	_	O	_	_	_
fortiter	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Plautus	B-pers	_	B-pers.author	_	_	O	Q47160	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
240	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
zu	O	_	O	_	_	O	_	_	_
Ant	B-work	_	B-work.primlit	_	_	O	Q241077	_	InPrimaryReference|NoSpaceAfter
.	I-work	_	I-work.primlit	_	_	O	Q241077	_	InPrimaryReference
309	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Die	O	_	O	_	_	O	_	_	_
römischen	O	_	O	_	_	O	_	_	_
Komiker	O	_	O	_	_	O	_	_	_
nennen	O	_	O	_	_	O	_	_	NoSpaceAfter
es	O	_	O	_	_	O	_	_	_
pendere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pendentem	O	_	O	_	_	O	_	_	_
plecti	O	_	O	_	_	O	_	_	NoSpaceAfter
