TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/de/retokenized/sophokle1v3soph_0065.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = sophokle1v3soph_0065
# hipe2022:date = 1853-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophokles, erklärt
# ajmc:publication_place = Leipzig
# ajmc:publication_date = 1853
# ajmc:page = 65
# ajmc:author = Schneidewin, Friedrich Wilhelm
2211	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Da	O	_	_	_	_	_	_	_	_
αἶϑοψ	O	_	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_	_
ältern	O	_	_	_	_	_	_	_	_
Dichtern	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Regel	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Farbe	O	_	_	_	_	_	_	_	_
steht	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	_	_
Dindorf	O	_	_	_	_	_	_	_	LED0.00
nach	O	_	_	_	_	_	_	_	_
Laur	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	LED0.00
A	O	_	_	_	_	_	_	_	LED0.00
pr	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
αἴϑονος	O	_	_	_	_	_	_	_	_
geschrieben	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
während	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
übrigen	O	_	_	_	_	_	_	_	_
Quellen	O	_	_	_	_	_	_	_	_
zwischen	O	_	_	_	_	_	_	_	_
«tJonos	O	_	_	_	_	_	_	_	NoSpaceAfter
und	O	_	_	_	_	_	_	_	_
αἴϑωνος	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Aesch	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
Sept	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
448	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
ἀνὴρ	O	_	_	_	_	_	_	_	_
αἴϑων	O	_	_	_	_	_	_	_	_
λῆμα	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
schwanken	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Auch	O	_	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_	_
Hesiodos	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
Opp	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
361	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
scheinen	O	_	_	_	_	_	_	_	NoSpaceAfter
Spuren	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
αἴϑονα	O	_	_	_	_	_	_	_	_
λιμόν	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
