TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation_new/corpus/de/retokenized/sophokle1v3soph_0092.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = sophokle1v3soph_0092
# hipe2022:date = 1853-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophokles, erklärt
# ajmc:publication_place = Leipzig
# ajmc:publication_date = 1853
# ajmc:page = 92
# ajmc:author = Schneidewin, Friedrich Wilhelm
614	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
φρενὸς	O	_	O	_	_	O	_	_	_
οἰοβώτας	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
seinen	O	_	O	_	_	O	_	_	_
Sinn	O	_	O	_	_	O	_	_	_
auf	O	_	O	_	_	O	_	_	_
einsame	O	_	O	_	_	O	_	_	_
Weide	O	_	O	_	_	O	_	_	_
führend	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
insofern	O	_	O	_	_	O	_	_	_
Aias	B-pers	_	B-pers.myth	_	_	O	Q172725	_	LED0.00
wie	O	_	O	_	_	O	_	_	_
ein	O	_	O	_	_	O	_	_	_
krankes	O	_	O	_	_	O	_	_	_
Weidethier	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
seiner	O	_	O	_	_	O	_	_	_
Umgebung	O	_	O	_	_	O	_	_	_
sich	O	_	O	_	_	O	_	_	_
trennt	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
seinen	O	_	O	_	_	O	_	_	_
absonderlichen	O	_	O	_	_	O	_	_	_
wahnsinnigen	O	_	O	_	_	O	_	_	_
Vorstellungen	O	_	O	_	_	O	_	_	_
herumschweift	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ohne	O	_	O	_	_	O	_	_	_
freundlicher	O	_	O	_	_	O	_	_	_
Zurede	O	_	O	_	_	O	_	_	_
zu	O	_	O	_	_	O	_	_	_
„	O	_	O	_	_	O	_	_	NoSpaceAfter
folgen	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
640	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
11	B-work	_	B-work.primlit	_	_	O	Q8275	_	InPrimaryReference|NoSpaceAfter|LED0.67
.	I-work	_	I-work.primlit	_	_	O	Q8275	_	InPrimaryReference|LED0.67
6	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
201	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
Ἤτοι	O	_	O	_	_	O	_	_	_
ὃ	O	_	O	_	_	O	_	_	_
χὰπ	O	_	O	_	_	O	_	_	_
πεδίον	O	_	O	_	_	O	_	_	_
τὸ	O	_	O	_	_	O	_	_	_
Alnıov	O	_	O	_	_	O	_	_	_
οἷος	O	_	O	_	_	O	_	_	_
ἀλᾶτο	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Ὃν	O	_	O	_	_	O	_	_	_
ϑυμὸν	O	_	O	_	_	O	_	_	_
κατέδων	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
πάτον	O	_	O	_	_	O	_	_	_
ἀνθρώπων	O	_	O	_	_	O	_	_	_
ἀλε	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
είνων	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
—	O	_	O	_	_	O	_	_	_
Obgleich	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Tobwuth	O	_	O	_	_	O	_	_	_
vorüber	O	_	O	_	_	O	_	_	_
ist	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
redet	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Chor	O	_	O	_	_	O	_	_	_
doch	O	_	O	_	_	O	_	_	_
noch	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
μανία	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
weil	O	_	O	_	_	O	_	_	_
Aias	B-pers	_	B-pers.myth	_	_	O	Q172725	_	LED0.00
sich	O	_	O	_	_	O	_	_	_
noch	O	_	O	_	_	O	_	_	_
nicht	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
Rach	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
Mordge	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
danken	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
geistiger	O	_	O	_	_	O	_	_	_
Verwirrung	O	_	O	_	_	O	_	_	_
frei	O	_	O	_	_	O	_	_	_
machen	O	_	O	_	_	O	_	_	_
kann	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
615	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
εὕρηται	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
γεγένηται	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
616	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
ἔργα	O	_	O	_	_	O	_	_	_
χεροῖν	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
gleichsam	O	_	O	_	_	O	_	_	_
ein	O	_	O	_	_	O	_	_	_
Wort	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
χειρουργήματα	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
621	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
ἔπεσε	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ἐν	O	_	O	_	_	O	_	_	_
ὀλιγωρίᾳ	O	_	O	_	_	O	_	_	_
ἐστὶ	O	_	O	_	_	O	_	_	_
παρὰ	O	_	O	_	_	O	_	_	_
τοῖς	O	_	O	_	_	O	_	_	_
᾿Ατρείδαις	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Schol	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
924	B-scope	_	B-scope	_	_	O	_	_	NoSpaceAfter|LED0.00
.	O	_	O	_	_	O	_	_	EndOfSentence
622	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
παλαιᾷ	O	_	O	_	_	O	_	_	_
ἔντρ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
ἐνοῦσα	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
0	B-work	_	B-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|LED0.20
C	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|LED0.20
1362	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	O	_	_	O	_	_	_
Vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
639	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
σύντροφος	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
ἁμέρᾳ	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
508	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
πολλῶν	O	_	O	_	_	O	_	_	_
ἐτῶν	O	_	O	_	_	O	_	_	_
κληροῦχος	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
h	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
πολυετής	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
500	B-work	_	B-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter|Partial-2:3|LED0.20
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|LED0.20
C	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	_	I-work.primlit	_	_	O	Q294001	_	InPrimaryReference|NoSpaceAfter|LED0.20
1215	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
αἱ	O	_	O	_	_	O	_	_	_
μαχραὶ	O	_	O	_	_	O	_	_	_
ἁμέραι	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
das	O	_	O	_	_	O	_	_	_
lange	O	_	O	_	_	O	_	_	_
Menschenleben	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
νέος	O	_	O	_	_	O	_	_	_
ἡμέρα	O	_	O	_	_	O	_	_	_
=	O	_	O	_	_	O	_	_	_
νεότης	O	_	O	_	_	O	_	_	_
Eur	B-pers	_	B-pers.author	_	_	O	Q48305	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	_	I-pers.author	_	_	O	Q48305	_	InPrimaryReference|LED0.00
Ion	B-work	_	B-work.primlit	_	_	O	Q614607	_	InPrimaryReference|LED0.00
120	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	_	O	_	_	O	_	_	EndOfSentence
625	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
λευκῷ	O	_	O	_	_	O	_	_	_
τε	O	_	O	_	_	O	_	_	_
γήραι	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
λευ	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
καίνοντε	O	_	O	_	_	O	_	_	_
τὰς	O	_	O	_	_	O	_	_	_
τρίχας	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
cano	O	_	O	_	_	O	_	_	_
senio	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Das	O	_	O	_	_	O	_	_	_
handschriftliche	O	_	O	_	_	O	_	_	_
δέ	O	_	O	_	_	O	_	_	_
statt	O	_	O	_	_	O	_	_	_
re	O	_	O	_	_	O	_	_	_
wäre	O	_	O	_	_	O	_	_	_
nur	O	_	O	_	_	O	_	_	_
möglich	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wenn	O	_	O	_	_	O	_	_	_
ein	O	_	O	_	_	O	_	_	_
zwei	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
tes	O	_	O	_	_	O	_	_	_
Prädikat	O	_	O	_	_	O	_	_	_
einträte	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
etwa	O	_	O	_	_	O	_	_	_
λευχὰ	O	_	O	_	_	O	_	_	_
δὲ	O	_	O	_	_	O	_	_	_
