TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/de/retokenized/Wecklein1894_0006.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = Wecklein1894_0006
# hipe2022:date = 1894-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophokleus Aias
# ajmc:publication_place = München
# ajmc:publication_date = 1894
# ajmc:page = 6
# ajmc:author = Wecklein, Nikolaus
Der	O	_	_	_	_	_	_	_	_
gewaltige	O	_	_	_	_	_	_	_	_
Aias	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Sohn	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Telamon	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Enkel	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Aakos	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Urenkel	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Zeus	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
iſt	O	_	_	_	_	_	_	_	_
bei	O	_	_	_	_	_	_	_	_
ſeiner	O	_	_	_	_	_	_	_	_
Rieſenſtärke	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
tapferſte	O	_	_	_	_	_	_	_	_
Streiter	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
Troia	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
Achilleus	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
ſolange	O	_	_	_	_	_	_	_	_
dieſer	O	_	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_	_
vom	O	_	_	_	_	_	_	_	_
Kampfe	O	_	_	_	_	_	_	_	_
fernhält	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
bewährt	O	_	_	_	_	_	_	_	_
ſich	O	_	_	_	_	_	_	_	_
Aias	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
Hort	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Achäer	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Retter	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Heeres	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
größten	O	_	_	_	_	_	_	_	_
Bedrängnis	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Da	O	_	_	_	_	_	_	_	_
nun	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Tode	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Achilleus	O	_	_	_	_	_	_	_	_
deſſen	O	_	_	_	_	_	_	_	_
Waffen	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
hervorragendſten	O	_	_	_	_	_	_	_	_
Helden	O	_	_	_	_	_	_	_	_
zufallen	O	_	_	_	_	_	_	_	_
ſollen	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
hält	O	_	_	_	_	_	_	_	_
fich	O	_	_	_	_	_	_	_	_
Aias	O	_	_	_	_	_	_	_	_
ganz	O	_	_	_	_	_	_	_	_
allein	O	_	_	_	_	_	_	_	_
dieſes	O	_	_	_	_	_	_	_	_
Ehrenpreiſes	O	_	_	_	_	_	_	_	NoSpaceAfter
für	O	_	_	_	_	_	_	_	_
würdig	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Aber	O	_	_	_	_	_	_	_	_
Odyſjeus	O	_	_	_	_	_	_	_	_
tritt	O	_	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_	_
gegenüber	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
Bewerber	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
Gericht	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
welches	O	_	_	_	_	_	_	_	_
unter	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Vorſitze	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Atriden	O	_	_	_	_	_	_	_	_
abgehalten	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ſpricht	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Rüſtung	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Odyſſeus	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
ohne	O	_	_	_	_	_	_	_	_
trügeriſche	O	_	_	_	_	_	_	_	_
Maßnahmen	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Menelaos	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
wenigſtens	O	_	_	_	_	_	_	_	_
Aias	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
ſein	O	_	_	_	_	_	_	_	_
Bruder	O	_	_	_	_	_	_	_	_
Teukros	O	_	_	_	_	_	_	_	_
annehmen	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
445	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
ff.	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
,	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
1135)	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial-0:4
