TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/de/retokenized/Wecklein1894_0043.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = Wecklein1894_0043
# hipe2022:date = 1894-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophokleus Aias
# ajmc:publication_place = München
# ajmc:publication_date = 1894
# ajmc:page = 43
# ajmc:author = Wecklein, Nikolaus
unterbricht	O	_	O	_	_	O	_	_	_
Aias	B-pers	_	B-pers.myth	_	_	O	Q172725	_	LED0.00
(	O	_	O	_	_	O	_	_	NoSpaceAfter
etwa	O	_	O	_	_	O	_	_	_
καίτερ	O	_	O	_	_	O	_	_	_
ὧδ᾽	O	_	O	_	_	O	_	_	_
ἀτώμενος	O	_	O	_	_	O	_	_	_
χειρώσομαι	O	_	O	_	_	O	_	_	_
κἀκ	O	_	O	_	_	O	_	_	_
τῶνδε	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
es	O	_	O	_	_	O	_	_	_
Trach	B-work	_	B-work.primlit	_	_	O	Q945342	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.primlit	_	_	O	Q945342	_	InPrimaryReference|LED0.00
1109	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
heißt	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
dieſer	O	_	O	_	_	O	_	_	_
aber	O	_	O	_	_	O	_	_	_
ſetzt	O	_	O	_	_	O	_	_	_
ſeinen	O	_	O	_	_	O	_	_	_
Gedanken	O	_	O	_	_	O	_	_	_
trotzdem	O	_	O	_	_	O	_	_	_
fort	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
386	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
μέγα	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
vermeſſen	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
εἴπῃς	O	_	O	_	_	O	_	_	_
wie	O	_	O	_	_	O	_	_	_
422	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
ἔπος	O	_	O	_	_	O	_	_	_
ἐξερῶ	O	_	O	_	_	O	_	_	_
μέγα	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
ſtolz	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
387	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
προγόνων	O	_	O	_	_	O	_	_	_
προπάτωρ	O	_	O	_	_	O	_	_	_
ὃ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
i	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
προγόνων	O	_	O	_	_	O	_	_	_
πάτερ	O	_	O	_	_	O	_	_	_
Und	O	_	O	_	_	O	_	_	_
ſv	O	_	O	_	_	O	_	_	_
mein	O	_	O	_	_	O	_	_	_
προπάτωρ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Vgl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
προύφυ	O	_	O	_	_	O	_	_	_
1291	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
