TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/sophoclesplaysa05campgoog_0018.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0018
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 18
# ajmc:author = Jebb, Richard Claverhouse
the	O	_	O	_	_	O	_	_	_
Iliad	B-work	_	B-work.primlit	_	_	O	Q8275	_	LED0.00
to	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
tower	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
so	O	_	O	_	_	O	_	_	_
its	O	_	O	_	_	O	_	_	_
owner	O	_	O	_	_	O	_	_	_
himself	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
elsewhere	O	_	O	_	_	O	_	_	_
called	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
tower	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
strength	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Achaeans	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
The	O	_	O	_	_	O	_	_	_
Athena	B-pers	_	B-pers.myth	_	_	O	Q37122	_	LED0.00
of	O	_	O	_	_	O	_	_	_
