TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0016.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0016
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.4
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 16
# ajmc:author = Campbell, Lewis
I	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
been	O	_	O	_	_	O	_	_	_
extremely	O	_	O	_	_	O	_	_	_
sparing	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
adoption	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
conjectures	O	_	O	_	_	O	_	_	_
into	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
text	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
plays	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
editing	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Fragments	O	_	O	_	_	O	_	_	EndOfSentence
I	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
been	O	_	O	_	_	O	_	_	_
less	O	_	O	_	_	O	_	_	_
severe	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Before	O	_	O	_	_	O	_	_	_
this	O	_	O	_	_	O	_	_	_
course	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
accused	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
inconsistency	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
let	O	_	O	_	_	O	_	_	_
it	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
considered	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
1	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
quotations	O	_	O	_	_	O	_	_	_
are	O	_	O	_	_	O	_	_	_
specially	O	_	O	_	_	O	_	_	_
liable	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
error	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
2	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
text	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Athenaeus	B-pers	_	B-pers.author	_	_	O	Q294923	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
other	O	_	O	_	_	O	_	_	_
writers	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
whom	O	_	O	_	_	O	_	_	_
many	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Fragments	O	_	O	_	_	O	_	_	_
are	O	_	O	_	_	O	_	_	_
found	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
acknowledged	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
very	O	_	O	_	_	O	_	_	_
far	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
certain	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
3	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
evidences	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
corruption	O	_	O	_	_	O	_	_	_
are	O	_	O	_	_	O	_	_	_
frequent	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
indisputable.	O	_	O	_	_	O	_	_	NoSpaceAfter
I	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
here	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
repeat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
somewhat	O	_	O	_	_	O	_	_	_
more	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
emphasis	O	_	O	_	_	O	_	_	_
than	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	_
edition	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Vol	B-scope	_	B-scope	_	_	O	_	_	NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	LED0.00
