TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0051.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0051
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 51
# ajmc:author = Campbell, Lewis
the	O	_	_	_	_	_	_	_	_
former	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
1),	O	_	_	_	_	_	_	_	_
but	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
makes	O	_	_	_	_	_	_	_	_
better	O	_	_	_	_	_	_	_	_
sense	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
join	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
adverb	O	_	_	_	_	_	_	_	_
here	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
whole	O	_	_	_	_	_	_	_	_
expression	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
i	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
e	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
not	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
You	O	_	_	_	_	_	_	_	_
shrink	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
seeing	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
who	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
clearly	O	_	_	_	_	_	_	_	_
insane,	O	_	_	_	_	_	_	_	NoSpaceAfter
”	O	_	_	_	_	_	_	_	_
but	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
“	O	_	_	_	_	_	_	_	NoSpaceAfter
You	O	_	_	_	_	_	_	_	_
shrink	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
seeing	O	_	_	_	_	_	_	_	_
plainly	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
man’s	O	_	_	_	_	_	_	_	_
madness.	O	_	_	_	_	_	_	_	NoSpaceAfter
”	O	_	_	_	_	_	_	_	EndOfSentence
Cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
infr	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
229	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
περίφαντος	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
The	O	_	_	_	_	_	_	_	_
same	O	_	_	_	_	_	_	_	_
meaning	O	_	_	_	_	_	_	_	_
may	O	_	_	_	_	_	_	_	_
be	O	_	_	_	_	_	_	_	_
obtained	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
however	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
