TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation_new/corpus/en/retokenized/sophoclesplaysa05campgoog_0147.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0147
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 147
# ajmc:author = Jebb, Richard Claverhouse
ἑαυτὸν	O	_	O	_	_	O	_	_	_
διαφθεῖραι	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
The	O	_	O	_	_	O	_	_	_
picture	O	_	O	_	_	O	_	_	_
vas	O	_	O	_	_	O	_	_	_
at	O	_	O	_	_	O	_	_	_
Cyzicus	B-loc	_	B-loc	_	_	O	Q615449	_	LED0.00
in	O	_	O	_	_	O	_	_	_
70	B-date	_	B-date	_	_	O	_	_	LED0.00
B	I-date	_	I-date	_	_	O	_	_	NoSpaceAfter|LED0.00
.	I-date	_	I-date	_	_	O	_	_	NoSpaceAfter|LED0.00
C	I-date	_	I-date	_	_	O	_	_	NoSpaceAfter|LED0.00
.	I-date	_	I-date	_	_	O	_	_	LED0.00
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Cic	B-pers	_	B-pers.author	_	_	O	Q1541	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	_	I-pers.author	_	_	O	Q1541	_	InPrimaryReference|LED0.00
In	B-work	_	B-work.primlit	_	_	O	Q1581567	_	InPrimaryReference|LED0.00
Verr	I-work	_	I-work.primlit	_	_	O	Q1581567	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.primlit	_	_	O	Q1581567	_	InPrimaryReference|LED0.00
2	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
4	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
60	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
vas	O	_	O	_	_	O	_	_	_
afterwards	O	_	O	_	_	O	_	_	_
bought	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
Juliue	B-pers	_	B-pers.other	_	_	O	Q1048	_	LED0.08
Caesar	I-pers	_	I-pers.other	_	_	O	Q1048	_	LED0.08
for	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Temple	B-loc	_	B-loc	_	_	O	Q2459870	_	LED0.00
of	I-loc	_	I-loc	_	_	O	Q2459870	_	LED0.00
Venus	I-loc	_	I-loc	_	_	B-pers.myth	Q2459870	_	LED0.00
Genetrix	I-loc	_	I-loc	_	_	I-pers.myth	Q2459870	_	LED0.00
in	O	_	O	_	_	O	_	_	_
Rome	B-loc	_	B-loc	_	_	O	Q220	_	LED0.00
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Plin	B-pers	_	B-pers.author	_	_	O	Q82778	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	_	I-pers.author	_	_	O	Q82778	_	InPrimaryReference|LED0.00
W	B-work	_	B-work.primlit	_	_	O	Q442	_	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	_	I-work.primlit	_	_	O	Q442	_	InPrimaryReference|LED0.20
H	I-work	_	I-work.primlit	_	_	O	Q442	_	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	_	I-work.primlit	_	_	O	Q442	_	InPrimaryReference|LED0.20
7	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
38	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
§	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
126	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
See	O	_	O	_	_	O	_	_	_
Introduction	B-scope	_	B-scope	_	_	O	_	_	InSecondaryReference|LED0.00
§	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|LED0.00
20	I-scope	_	I-scope	_	_	O	_	_	InSecondaryReference|NoSpaceAfter|LED0.00
.	O	_	O	_	_	O	_	_	EndOfSentence
222	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
429	O	_	O	_	_	O	_	_	_
This	O	_	O	_	_	O	_	_	_
kommos	O	_	O	_	_	O	_	_	_
serves	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
like	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
last	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
201	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
-	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
262	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
lyric	O	_	O	_	_	O	_	_	_
expression	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
tragic	O	_	O	_	_	O	_	_	_
pathos	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
after	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
