TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0070.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0070
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 70
# ajmc:author = Campbell, Lewis
322	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
‘He	O	_	O	_	_	O	_	_	_
breathed	O	_	O	_	_	O	_	_	_
deep	O	_	O	_	_	O	_	_	_
groans	O	_	O	_	_	O	_	_	_
like	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
lowing	O	_	O	_	_	O	_	_	_
bull	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
ὑπὸ	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
comp	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
implies	O	_	O	_	_	O	_	_	_
‘	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
loud	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
deep	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	EndOfSentence
323	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
viv	O	_	O	_	_	O	_	_	_
δ	O	_	O	_	_	O	_	_	_
At	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
uttered	O	_	O	_	_	O	_	_	_
shrill	O	_	O	_	_	O	_	_	_
lamentings	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
unlike	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
deep	O	_	O	_	_	O	_	_	_
mutterings	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
before	O	_	O	_	_	O	_	_	_
expressed	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
discontent	O	_	O	_	_	O	_	_	NoSpaceAfter
