TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0062.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0062
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 62
# ajmc:author = Campbell, Lewis
used	O	_	O	_	_	O	_	_	_
substantively	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
we	O	_	O	_	_	O	_	_	_
need	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
precise	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
supplying	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
ellipse	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Lobeck	B-pers	_	B-pers.editor	_	_	O	Q84734	_	_
prefers	O	_	O	_	_	O	_	_	_
ὥρας	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
condition	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
previous	O	_	O	_	_	O	_	_	_
day	O	_	O	_	_	O	_	_	_
was	O	_	O	_	_	O	_	_	_
lamentable	O	_	O	_	_	O	_	_	_
enough	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
what	O	_	O	_	_	O	_	_	_
new	O	_	O	_	_	O	_	_	_
trouble	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
arisen	O	_	O	_	_	O	_	_	_
during	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
night	O	_	O	_	_	O	_	_	_
?	O	_	O	_	_	O	_	_	EndOfSentence
210	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Τελεύταντος	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
The	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	_
syllable	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
scanned	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
long	O	_	O	_	_	O	_	_	_
:	O	_	O	_	_	O	_	_	_
cp	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Ἱππὸ	O	_	O	_	_	O	_	_	_
pédav	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Παρθενοπαῖος	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Jambic	O	_	O	_	_	O	_	_	_
verse	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Others	O	_	O	_	_	O	_	_	_
read	O	_	O	_	_	O	_	_	_
Φρυγίοιο	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
Φρυγίου	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
questionable	O	_	O	_	_	O	_	_	_
both	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
form	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
genitive	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
division	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
line	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
