TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation_new/corpus/en/retokenized/sophoclesplaysa05campgoog_0168.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0168
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 168
# ajmc:author = Jebb, Richard Claverhouse
force	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
last	O	_	O	_	_	O	_	_	_
day	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
life	O	_	O	_	_	O	_	_	_
will	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
her	O	_	O	_	_	O	_	_	_
misery	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
There	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
no	O	_	O	_	_	O	_	_	_
objection	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
εἰ	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
subjunctive	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
even	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
trimeters;	O	_	O	_	_	O	_	_	NoSpaceAfter
cp	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
O	B-work	_	B-work.primlit	_	_	O	Q18618577	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.primlit	_	_	O	Q18618577	_	InPrimaryReference|LED0.00
