TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/sophoclesplaysa05campgoog_0288.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0288
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 288
# ajmc:author = Jebb, Richard Claverhouse
which	O	_	_	_	_	_	_	_	_
would	O	_	_	_	_	_	_	_	_
be	O	_	_	_	_	_	_	_	_
like	O	_	_	_	_	_	_	_	_
εὐήρετμος	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
etc	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
éper-	O	_	_	_	_	_	_	_	_
μόν	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
oar)	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
ξννηρετεῖν	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
formed	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
ξυνηρέτης	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
ἐρέτης,	O	_	_	_	_	_	_	_	_
oarsman)	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
word	O	_	_	_	_	_	_	_	_
recorded	O	_	_	_	_	_	_	_	NoSpaceAfter
by	O	_	_	_	_	_	_	_	_
Photius	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
who	O	_	_	_	_	_	_	_	_
explains	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
by	O	_	_	_	_	_	_	_	_
σύμφωνος	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
compares	O	_	_	_	_	_	_	_	_
ἀντηρέτης	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Aesch.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Theb	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
283	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
dvrnpéras	O	_	_	_	_	_	_	_	_
ἐχθροῖσι)	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
In	O	_	_	_	_	_	_	_	_
Eur	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
fr	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
776	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
3	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
(	O	_	_	_	_	_	_	_	NoSpaceAfter
from	O	_	_	_	_	_	_	_	_
Stobaeus	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Flor	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
93	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
2)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial--4:1
,	O	_	_	_	_	_	_	_	_
dp	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
ἴλβοι	O	_	_	_	_	_	_	_	_
αὐτοῖς	O	_	_	_	_	_	_	_	_
ὅτι	O	_	_	_	_	_	_	_	_
τυφλὸς	O	_	_	_	_	_	_	_	_
συνηρεφεῖ	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Meineke	O	_	_	_	_	_	_	_	_
restored	O	_	_	_	_	_	_	_	_
συνηρετεῖ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
In	O	_	_	_	_	_	_	_	_
Eur	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
fr	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
282	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
7	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
the	O	_	_	_	_	_	_	_	_
best	O	_	_	_	_	_	_	_	_
texts	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
Athenaeus	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
